CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CONDOM;NEGOC_MERC;MERCADO;TP_PRAZO;PRAZO;PUBLICO_ALVO;REG_ANBIMA;CLASSE_ANBIMA;DISTRIB;POLIT_INVEST;APLIC_MAX_FUNDO_LIGADO;RESULT_CART_INCORP_PL;FUNDO_COTAS;FUNDO_ESPELHO;APLIC_MIN;ATUALIZ_DIARIA_COTA;PRAZO_ATUALIZ_COTA;COTA_EMISSAO;COTA_PL;QT_DIA_CONVERSAO_COTA;QT_DIA_PAGTO_COTA;QT_DIA_RESGATE_COTAS;QT_DIA_PAGTO_RESGATE;TP_DIA_PAGTO_RESGATE;TAXA_SAIDA_PAGTO_RESGATE;TAXA_ADM;TAXA_CUSTODIA_MAX;EXISTE_TAXA_PERFM;TAXA_PERFM;PARAM_TAXA_PERFM;PR_INDICE_REFER_TAXA_PERFM;VL_CUPOM;CALC_TAXA_PERFM;INF_TAXA_PERFM;EXISTE_TAXA_INGRESSO;TAXA_INGRESSO_REAL;TAXA_INGRESSO_PR;EXISTE_TAXA_SAIDA;TAXA_SAIDA_REAL;TAXA_SAIDA_PR;OPER_DERIV;FINALIDADE_OPER_DERIV;OPER_VL_SUPERIOR_PL;FATOR_OPER_VL_SUPERIOR_PL;CONTRAP_LIGADO;INVEST_EXTERIOR;APLIC_MAX_ATIVO_EXTERIOR;ATIVO_CRED_PRIV;APLIC_MAX_ATIVO_CRED_PRIV;PR_INSTITUICAO_FINANC_MIN;PR_INSTITUICAO_FINANC_MAX;PR_CIA_MIN;PR_CIA_MAX;PR_FI_MIN;PR_FI_MAX;PR_UNIAO_MIN;PR_UNIAO_MAX;PR_ADMIN_GESTOR_MIN;PR_ADMIN_GESTOR_MAX;PR_EMISSOR_OUTRO_MIN;PR_EMISSOR_OUTRO_MAX;PR_COTA_FI_MIN;PR_COTA_FI_MAX;PR_COTA_FIC_MIN;PR_COTA_FIC_MAX;PR_COTA_FI_QUALIF_MIN;PR_COTA_FI_QUALIF_MAX;PR_COTA_FIC_QUALIF_MIN;PR_COTA_FIC_QUALIF_MAX;PR_COTA_FI_PROF_MIN;PR_COTA_FI_PROF_MAX;PR_COTA_FIC_PROF_MIN;PR_COTA_FIC_PROF_MAX;PR_COTA_FII_MIN;PR_COTA_FII_MAX;PR_COTA_FIDC_MIN;PR_COTA_FIDC_MAX;PR_COTA_FICFIDC_MIN;PR_COTA_FICFIDC_MAX;PR_COTA_FIDC_NP_MIN;PR_COTA_FIDC_NP_MAX;PR_COTA_FICFIDC_NP_MIN;PR_COTA_FICFIDC_NP_MAX;PR_COTA_ETF_MIN;PR_COTA_ETF_MAX;PR_CRI_MIN;PR_CRI_MAX;PR_TITPUB_MIN;PR_TITPUB_MAX;PR_OURO_MIN;PR_OURO_MAX;PR_TIT_INSTITUICAO_FINANC_BACEN_MIN;PR_TIT_INSTITUICAO_FINANC_BACEN_MAX;PR_VLMOB_MIN;PR_VLMOB_MAX;PR_ACAO_MIN;PR_ACAO_MAX;PR_DEBENTURE_MIN;PR_DEBENTURE_MAX;PR_NP_MIN;PR_NP_MAX;PR_COMPROM_MIN;PR_COMPROM_MAX;PR_DERIV_MIN;PR_DERIV_MAX;PR_ATIVO_OUTRO_MIN;PR_ATIVO_OUTRO_MAX;PR_COTA_FMIEE_MIN;PR_COTA_FMIEE_MAX;PR_COTA_FIP_MIN;PR_COTA_FIP_MAX;PR_COTA_FICFIP_MIN;PR_COTA_FICFIP_MAX
18.249.239/0001-65;BB RENDA FIXA LP INFLAÇÃO IMA-B 5 PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI;2021-01-06;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;RENDA FIXA - PASSIVO - ÍNDICES;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;0;;1;DIAS ÚTEIS;N;0.250000;0.000000;N;;;;;;;N;;;N;;;N;;N;;S;N;;S;5.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.249.239/0001-65;BB RENDA FIXA LP INFLAÇÃO IMA-B 5 PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI;2021-01-12;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;RENDA FIXA - PASSIVO - ÍNDICES;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;0;;1;DIAS ÚTEIS;N;0.250000;0.000000;N;;;;;;;N;;;N;;;N;;N;;S;N;;S;5.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.466.245/0001-74;BANRISUL FOCO IRF-M 1 FUNDO DE INVESTIMENTO RENDA FIXA;2021-01-05;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;RENDA FIXA MÉDIA DURAÇÃO - SOBERANO;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;0.00;S;N;;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;0;;0;DIAS ÚTEIS;N;0.200000;0.020000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;N;;N;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.543.654/0001-27;BORDEAUX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-01-07;FECHADO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;100.00;S;N;;1000.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;;1;DIAS ÚTEIS;N;0.350000;0.000000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.598.908/0001-04;SANTANDER FIC FI DIVERSIFICAÇÃO GLOBAL VAN GOGH MULTIMERCADO;2021-01-06;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);7;1;;8;DIAS ÚTEIS;N;2.000000;0.000000;S;20.000000000000;CDI;100.000000000000;0.000000000000;PASSIVO;;N;;;N;;;N;;N;;S;S;20.00;S;50.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;100.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.599.665/0001-29;RESULTAT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-02-05;FECHADO;N;;DETERMINADO;Determinado de 20 anos;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;N;N;;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;;1;DIAS ÚTEIS;N;0.400000;0.000000;N;;;;;;;N;;;N;;;S;HEDGE;S;0.00;S;S;100.00;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00
18.599.783/0001-37;SANTANDER ALOCAÇÃO LONG BIASED AÇÕES FIC FI;2021-01-07;ABERTO;N;;INDETERMINADO;;INVESTIDORES QUALIFICADOS;S;AÇÕES - ATIVO - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;50000.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);30;2;;32;DIAS CORRIDOS;N;1.300000;0.000000;S;10.000000000000;IPCA;100.000000000000;6.000000000000;PASSIVO;10% sobre o que exceder o (IPCA+6%);N;;;N;;;N;;N;;S;S;20.00;S;33.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.799.585/0001-17;MB FUNDO DE INVESTIMENTO EM AÇÕES;2021-02-04;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;AÇÕES - ATIVO - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;10.00;S;N;;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;3;;4;DIAS ÚTEIS;N;7.000000;0.150000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;N;;S;33.000000000000;0.00;33.00;0.00;100.00;0.00;10.00;0.00;33.00;0.00;50.00;0.00;0.00;0.00;10.00;0.00;10.00;0.00;10.00;0.00;10.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;33.00;67.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.814.940/0001-80;AMCL425 FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-02-03;FECHADO;S;;DETERMINADO;1;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;ATIVA E NÃO-REFERENCIADA;0.00;S;S;N;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;1;;1;DIAS ÚTEIS;N;0.500000;0.025000;N;;;;;;;N;;;N;;;N;;N;;S;S;100.00;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;200.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;200.00;0.00;50.00;0.00;50.00;0.00;50.00
18.820.070/0001-51;BRADESCO H FICFI RENDA FIXA PGBL/VGBL DEFENSIVO PRIVATE;2021-02-01;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;PREVIDÊNCIA - RF DURAÇÃO BAIXA - SOBERANO;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;ATIVA E REFERENCIADA;100.00;S;S;N;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;0;;0;DIAS ÚTEIS;N;0.800000;0.040000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;N;;S;50.000000000000;0.00;5.00;0.00;5.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;20.00;0.00;25.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.821.608/0001-42;METLIFE INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO;2021-01-04;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;RENDA FIXA SIMPLES;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;0;1;DIAS ÚTEIS;N;0.500000;0.020000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;5.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;95.00;100.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.186.855/0001-87;A3 PERFORMANCE FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-01-27;FECHADO;S;BOLSA DE VALORES DO RIO DE JANEIRO;DETERMINADO;;PÚBLICO EM GERAL;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;5;;5;DIAS ÚTEIS;N;0.380000;0.000000;S;10.000000000000;CDI;100.000000000000;0.000000000000;PASSIVO;O fundo cobrara 10.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Fevereiro e Agosto;N;;;N;;;S;ESPECULAÇÃO;S;100.00;S;S;100.00;S;100.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00
19.225.709/0001-13;SUL AMÉRICA HIGH YIELD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-01-06;FECHADO;N;;DETERMINADO;O prazo de  duração é determinado e com  vencimento  em 16/03/2029 podendo ser  alterado mediante deliberação da Assembleia  Geral de Cotistas.;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;100.00;S;N;;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;0;;0;DIAS ÚTEIS;N;0.000000;0.000000;N;;;;;;;N;;;N;;;S;ESPECULAÇÃO;N;;S;N;;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.254.456/0001-06;4K BRASIL FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-01-29;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;AÇÕES - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);60;2;;62;DIAS CORRIDOS;N;1.150000;0.000000;S;10.000000000000;CDI;100.000000000000;0.000000000000;PASSIVO;O fundo cobrara 10.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro;N;;;N;;;S;ESPECULAÇÃO;S;100.00;S;S;100.00;N;;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.01;100.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;100.00;0.00;50.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;100.00;0.00;100.00;0.00;33.00;0.00;33.00;0.00;33.00
19.538.340/0001-07;NEOCARE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-01-06;FECHADO;S;;DETERMINADO;20 (vinte) anos;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;5;;0;DIAS ÚTEIS;N;0.200000;0.030000;N;;;;;;;N;;;N;;;S;ESPECULAÇÃO;S;0.00;S;N;;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00
19.550.364/0001-73;SANTANDER MULT CRÉD PRIV FLEXÍVEL TOP FIC FI LP;2021-01-07;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;MULTIMERCADO - ESTRATÉGIA - JUROS E MOEDAS;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;200000.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;;1;DIAS ÚTEIS;N;0.700000;0.000000;S;20.000000000000;CDI;100.000000000000;0.000000000000;PASSIVO;;N;;;N;;;N;;N;;S;S;20.00;S;100.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;100.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.712.713/0001-06;BANRISUL GIRO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2021-01-05;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;RENDA FIXA BAIXA DURAÇÃO - SOBERANO;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;0.00;S;N;;0.00;S;;DIA DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;0;0;0;DIAS CORRIDOS;N;0.500000;0.020000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;N;;N;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.727.078/0001-30;STOXOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-01-29;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;AÇÕES - ATIVO - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;100.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);120;2;;122;DIAS CORRIDOS;N;0.300000;0.000000;S;20.000000000000;IBOVESPA;100.000000000000;0.000000000000;PASSIVO;O fundo cobrara 20.00 % do que exceder 100.00 % o indice IBOV_FEC. A taxa de performance sera paga no(s) mes(es) de Abril e Outubro;N;;;N;;;S;ESPECULAÇÃO;S;100.00;N;S;20.00;N;;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;20.00;0.00;50.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00
19.782.235/0001-00;KROL FUNDO DE INVESTIMENTO DE AÇÕES INVESTIMENTO NO EXTERIOR;2021-01-19;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;S;AÇÕES - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;ATIVA E NÃO-REFERENCIADA;0.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;2;;0;DIAS CORRIDOS;N;1.000000;0.150000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;33.000000000000;0.00;33.00;0.00;33.00;0.00;100.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;100.00;0.00;33.00;0.00;100.00;0.00;100.00;0.00;33.00;0.00;33.00;0.00;100.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;100.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;33.00
